
---------- Begin Simulation Statistics ----------
simSeconds                                   0.165385                       # Number of seconds simulated (Second)
simTicks                                 165385389718                       # Number of ticks simulated (Tick)
finalTick                                165385389718                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2006.28                       # Real time elapsed on the host (Second)
hostTickRate                                 82433671                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786172                       # Number of bytes of host memory used (Byte)
simInsts                                     67408805                       # Number of instructions simulated (Count)
simOps                                      116912226                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33599                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      58273                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        314420894                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.664389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.214390                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263930481                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      165                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      206363021                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  96726                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147018412                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293255933                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 104                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           314361204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.656452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.151626                       # Number of insts issued each cycle (Count)
system.cpu.l1i.inTransLatHist.Local_Eviction::gmean    15.006016                       (Unspecified)
system.cpu.l1i.inTransLatHist.Local_Eviction::stdev     2.164844                       (Unspecified)
system.cpu.l1i.inTransLatHist.Local_Eviction |           0      0.00%      0.00% |         857     93.56%     93.56% |          39      4.26%     97.82% |          18      1.97%     99.78% |           2      0.22%    100.00% (Unspecified)
system.cpu.l1i.inTransLatHist.Local_Eviction::total          916                       (Unspecified)
system.cpu.l1i.inTransLatHist.Local_Eviction.SC.I.total          916                       (Unspecified)
system.cpu.l1i.cache.numDataArrayReads       12996083                       # Number of data array reads (Unspecified)
system.cpu.l1i.cache.numDataArrayWrites          1748                       # Number of data array writes (Unspecified)
system.cpu.l1i.cache.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.cpu.l1i.cache.numTagArrayReads        12999444                       # Number of tag array reads (Unspecified)
system.cpu.l1i.cache.numTagArrayWrites           3361                       # Number of tag array writes (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::0             394                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::1             258                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::2             226                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::3             174                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::4             185                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::5             167                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::6             183                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_allocsByWay::7             161                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.cache.m_demand_hits           12996083                       # Number of cache demand hits (Unspecified)
system.cpu.l1i.cache.m_demand_misses             2003                       # Number of cache demand misses (Unspecified)
system.cpu.l1i.cache.m_demand_accesses       12998086                       # Number of cache demand accesses (Unspecified)
system.cpu.l1i.datIn.m_msg_count                 3496                       # Number of messages passed the buffer (Count)
system.cpu.l1i.datIn.m_buf_msgs              0.000016                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.datIn.m_stall_time              926924                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.datIn.m_avg_stall_time      265.138444                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.datOut.m_msg_count                  28                       # Number of messages passed the buffer (Count)
system.cpu.l1i.datOut.m_buf_msgs             0.000000                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.datOut.m_stall_time               8164                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.datOut.m_avg_stall_time     291.571429                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.mandatoryQueue.m_msg_count     12997831                       # Number of messages passed the buffer (Count)
system.cpu.l1i.mandatoryQueue.m_buf_msgs     0.041339                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.power_state.pwrStateResidencyTicks::UNDEFINED 165385389718                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l1i.replTriggerQueue.m_msg_count          916                       # Number of messages passed the buffer (Count)
system.cpu.l1i.reqOut.m_msg_count                2664                       # Number of messages passed the buffer (Count)
system.cpu.l1i.reqOut.m_buf_msgs             0.000013                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.reqOut.m_stall_time             671334                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.reqOut.m_avg_stall_time     252.002252                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.reqRdy.m_msg_count            12997831                       # Number of messages passed the buffer (Count)
system.cpu.l1i.reqRdy.m_buf_msgs             0.000000                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.reqRdy.m_stall_time               2104                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.reqRdy.m_stall_count                 1                       # Number of times messages were stalled (Count)
system.cpu.l1i.reqRdy.m_avg_stall_time       0.000162                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.rspIn.m_msg_count                  916                       # Number of messages passed the buffer (Count)
system.cpu.l1i.rspIn.m_buf_msgs              0.000004                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.rspIn.m_stall_time              256188                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.rspIn.m_avg_stall_time      279.681223                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.rspOut.m_msg_count                2431                       # Number of messages passed the buffer (Count)
system.cpu.l1i.rspOut.m_buf_msgs             0.000012                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.rspOut.m_stall_time             627872                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.rspOut.m_avg_stall_time     258.277252                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.sf.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.cpu.l1i.sf.m_allocsByWay                     0                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l1i.sf.m_demand_hits                     0                       # Number of cache demand hits (Unspecified)
system.cpu.l1i.sf.m_demand_misses                   0                       # Number of cache demand misses (Unspecified)
system.cpu.l1i.sf.m_demand_accesses                 0                       # Number of cache demand accesses (Unspecified)
system.cpu.l1i.snpIn.m_msg_count                  697                       # Number of messages passed the buffer (Count)
system.cpu.l1i.snpIn.m_buf_msgs              0.000003                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.snpIn.m_stall_time              173854                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l1i.snpIn.m_avg_stall_time      249.431851                       # Average stall ticks per message ((Tick/Count))
system.cpu.l1i.snpRdy.m_msg_count                 697                       # Number of messages passed the buffer (Count)
system.cpu.l1i.triggerQueue.m_msg_count      52006190                       # Number of messages passed the buffer (Count)
system.cpu.l1i.triggerQueue.m_buf_msgs       0.041339                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l1i.triggerQueue.m_stall_count          916                       # Number of times messages were stalled (Count)
system.cpu.l2.avg_size                       1.378409                       # Avg. number of slots allocated (Unspecified)
system.cpu.l2.avg_util                       0.028717                       # Avg. utilization (Unspecified)
system.cpu.l2.avg_reserved                   0.025266                       # Avg. number of slots reserved (Unspecified)
system.cpu.l2.avg_size                       0.123231                       # Avg. number of slots allocated (Unspecified)
system.cpu.l2.avg_util                       0.003851                       # Avg. utilization (Unspecified)
system.cpu.l2.avg_reserved                          0                       # Avg. number of slots reserved (Unspecified)
system.cpu.l2.avg_size                              0                       # Avg. number of slots allocated (Unspecified)
system.cpu.l2.avg_util                              0                       # Avg. utilization (Unspecified)
system.cpu.l2.avg_reserved                          0                       # Avg. number of slots reserved (Unspecified)
system.cpu.l2.avg_size                              0                       # Avg. number of slots allocated (Unspecified)
system.cpu.l2.avg_util                              0                       # Avg. utilization (Unspecified)
system.cpu.l2.avg_reserved                          0                       # Avg. number of slots reserved (Unspecified)
system.cpu.l2.avg_size                              0                       # Avg. number of slots allocated (Unspecified)
system.cpu.l2.avg_util                              0                       # Avg. utilization (Unspecified)
system.cpu.l2.avg_reserved                          0                       # Avg. number of slots reserved (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::bucket_size          256                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::max_bucket         1279                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::samples       806805                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::mean   432.245688                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::gmean   390.535697                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::stdev   164.805096                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared |      121781     15.09%     15.09% |      513887     63.69%     78.79% |      139531     17.29%     96.08% |       31587      3.92%    100.00% |          19      0.00%    100.00% (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared::total       806805                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadShared.retries        88098                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::bucket_size          128                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::max_bucket          639                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::samples         4556                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::mean   411.487489                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::gmean   411.259058                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::stdev     8.564603                       (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique |           3      0.07%      0.07% |           0      0.00%      0.07% |           0      0.00%      0.07% |        4553     99.93%    100.00% |           0      0.00%    100.00% (Unspecified)
system.cpu.l2.outTransLatHist.SendReadUnique::total         4556                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::bucket_size          128                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::max_bucket          639                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::samples       778593                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::mean    44.205261                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::gmean    26.464463                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::stdev    60.264042                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict |      721719     92.70%     92.70% |       46394      5.96%     98.65% |        4762      0.61%     99.27% |        5691      0.73%    100.00% |          27      0.00%    100.00% (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict::total       778593                       (Unspecified)
system.cpu.l2.outTransLatHist.SendWriteBackOrWriteEvict.retries        53914                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::bucket_size          256                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::max_bucket         1279                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::samples        25443                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::mean   361.213340                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::gmean   315.768806                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::stdev   134.343547                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch    |        5117     20.11%     20.11% |       20207     79.42%     99.53% |         116      0.46%     99.99% |           3      0.01%    100.00% |           0      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch::total        25443                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch.retries        25446                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch.I.UC.total        20466                       (Unspecified)
system.cpu.l2.inTransLatHist.Prefetch.I.UD.total         4977                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::bucket_size          256                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::max_bucket         1279                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::samples      1516066                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::mean   258.120152                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::gmean    88.102358                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::stdev   262.849377                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared  |      833720     54.99%     54.99% |      343621     22.67%     77.66% |      303080     19.99%     97.65% |       35589      2.35%    100.00% |          56      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared::total      1516066                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.retries         5200                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.I.UC_RSC.total       636045                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.I.UD_RSD.total       145317                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.UD.UD_RSD.total       717742                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.UC.UC_RSC.total        16948                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.UD_RU.UD_RSD.total            9                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadShared.UC_RU.UD_RSD.total            5                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::bucket_size          128                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::max_bucket          639                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::samples         7377                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::mean   308.943880                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::gmean   131.633737                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::stdev   230.946747                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique  |        2824     38.28%     38.28% |           0      0.00%     38.28% |           0      0.00%     38.28% |        3290     44.60%     82.88% |        1263     17.12%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique::total         7377                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique.I.UC_RU.total         4553                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique.I.UD_RU.total            3                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique.UD.UD_RU.total          113                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique.UC.UC_RU.total         2706                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique.UC_RSC.UC_RU.total            1                       (Unspecified)
system.cpu.l2.inTransLatHist.ReadUnique.UD_RSD.UD_RU.total            1                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::bucket_size           64                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::max_bucket          319                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::samples       311627                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::mean    14.233000                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::gmean    13.912689                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::stdev     5.791787                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique |      310741     99.72%     99.72% |         738      0.24%     99.95% |         122      0.04%     99.99% |          26      0.01%    100.00% |           0      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique::total       311627                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique.UC_RSC.UC_RU.total       275797                       (Unspecified)
system.cpu.l2.inTransLatHist.CleanUnique.UD_RSD.UD_RU.total        35830                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict::bucket_size            1                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict::max_bucket            4                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict::samples       376341                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict::mean            2                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict::gmean     2.000000                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict       |           0      0.00%      0.00% |           0      0.00%      0.00% |      376341    100.00%    100.00% |           0      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.Evict::total       376341                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict.retries         5715                       (Unspecified)
system.cpu.l2.inTransLatHist.Evict.UC_RSC.UC.total       376341                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::bucket_size           64                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::max_bucket          319                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::samples      1145484                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::mean    22.187373                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::gmean    19.475945                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::stdev    15.286651                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull |     1102791     96.27%     96.27% |       41658      3.64%     99.91% |        1021      0.09%    100.00% |          14      0.00%    100.00% |           0      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull::total      1145484                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull.retries         2307                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull.UD_RU.UD.total        35926                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull.UC_RU.UD.total       283035                       (Unspecified)
system.cpu.l2.inTransLatHist.WriteBackFull.UD_RSD.UD.total       826523                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::bucket_size          128                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::max_bucket          639                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::samples       777893                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::mean    49.738152                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::gmean    31.699858                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::stdev    62.088643                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction |      705898     90.74%     90.74% |       61076      7.85%     98.60% |        4847      0.62%     99.22% |        6036      0.78%    100.00% |          36      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction::total       777893                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction.UD.I.total       400881                       (Unspecified)
system.cpu.l2.inTransLatHist.Local_Eviction.UC.I.total       377012                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::bucket_size          128                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::max_bucket          639                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::samples          700                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::mean    79.224286                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::gmean    66.708853                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::stdev    48.624628                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction |         612     87.43%     87.43% |          82     11.71%     99.14% |           3      0.43%     99.57% |           3      0.43%    100.00% |           0      0.00%    100.00% (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction::total          700                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction.UC_RSC.I.total          682                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction.UD_RU.I.total            2                       (Unspecified)
system.cpu.l2.inTransLatHist.Global_Eviction.UD_RSD.I.total           16                       (Unspecified)
system.cpu.l2.cache.numDataArrayReads         1516104                       # Number of data array reads (Unspecified)
system.cpu.l2.cache.numDataArrayWrites        2268486                       # Number of data array writes (Unspecified)
system.cpu.l2.cache.streamingHnfFillBypasses            0                       # Streaming HNF cache misses that bypassed an LLC fill (Unspecified)
system.cpu.l2.cache.numTagArrayReads          4160934                       # Number of tag array reads (Unspecified)
system.cpu.l2.cache.numTagArrayWrites         4160931                       # Number of tag array writes (Unspecified)
system.cpu.l2.cache.m_allocsByWay::0            65333                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::1            64841                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::2            64901                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::3            64513                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::4            64819                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::5            64788                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::6            64738                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::7            64797                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::8            36814                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::9            36832                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::10           35838                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::11           35499                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::12           36987                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::13           36154                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::14           37898                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_allocsByWay::15           36609                       # Lines placed in each way (way-partitioning audit) (Unspecified)
system.cpu.l2.cache.m_demand_hits              709257                       # Number of cache demand hits (Unspecified)
system.cpu.l2.cache.m_demand_misses             56996                       # Number of cache demand misses (Unspecified)
system.cpu.l2.cache.m_demand_accesses          766253                       # Number of cache demand accesses (Unspecified)
system.cpu.l2.cache.m_prefetch_hits             99562                       # Number of cache prefetch hits (Unspecified)
system.cpu.l2.cache.m_prefetch_misses          754382                       # Number of cache prefetch misses (Unspecified)
system.cpu.l2.cache.m_prefetch_accesses        853944                       # Number of cache prefetch accesses (Unspecified)
system.cpu.l2.datIn.m_msg_count               3913782                       # Number of messages passed the buffer (Count)
system.cpu.l2.datIn.m_buf_msgs               0.017981                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.datIn.m_stall_time           1016977956                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.datIn.m_avg_stall_time       259.845325                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.datOut.m_msg_count              4604072                       # Number of messages passed the buffer (Count)
system.cpu.l2.datOut.m_buf_msgs              0.128617                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.datOut.m_stall_time         18849706040                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.datOut.m_avg_stall_time     4094.137980                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.power_state.pwrStateResidencyTicks::UNDEFINED 165385389718                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l2.prefetchQueue.m_msg_count         96754                       # Number of messages passed the buffer (Count)
system.cpu.l2.prefetchQueue.m_buf_msgs       0.000735                       # Average number of messages in buffer ((Count/Tick))
system.cpu.l2.prefetchQueue.m_stall_time     70656528                       # Total number of ticks messages were stalled in this buffer (Tick)
system.cpu.l2.prefetchQueue.m_avg_stall_time   730.269839                       # Average stall ticks per message ((Tick/Count))
system.cpu.l2.prefetcher.demandMshrMisses            0                       # demands not covered by prefetchs (Count)
system.cpu.l2.prefetcher.pfIssued              102830                       # number of hwpf issued (Count)
system.cpu.l2.prefetcher.pfUseful                   0                       # number of useful prefetch (Count)
system.cpu.l2.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.l2.prefetcher.accuracy                   0                       # accuracy of the prefetcher (Count)
system.cpu.l2.prefetcher.coverage                 nan                       # coverage brought by this prefetcher (Count)
system.cpu.l2.prefetcher.pfHitInCache               0                       # number of prefetches hitting in cache (Count)
system.cpu.l2.prefetcher.pfHitInMSHR                0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.l2.prefetcher.pfHitInWB                  0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.l2.prefetcher.pfLate                     0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.l2.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 165385389718                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l2.prefetcher.prefetchers0.demandMshrMisses            0                       # demands not covered by prefetchs (Count)
system.cpu.l2.prefetcher.prefetchers0.pfIssued           66                       # number of hwpf issued (Count)
system.cpu.l2.prefetcher.prefetchers0.pfUseful            0                       # number of useful prefetch (Count)
system.cpu.l2.prefetcher.prefetchers0.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.l2.prefetcher.prefetchers0.accuracy            0                       # accuracy of the prefetcher (Count)
system.cpu.l2.prefetcher.prefetchers0.coverage          nan                       # coverage brought by this prefetcher (Count)
system.cpu.l2.prefetcher.prefetchers0.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu.l2.prefetcher.prefetchers0.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.l2.prefetcher.prefetchers0.pfHitInWB            0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.l2.prefetcher.prefetchers0.pfLate            0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.l2.prefetcher.prefetchers0.pfIdentified           70                       # number of prefetch candidates identified (Count)
system.cpu.l2.prefetcher.prefetchers0.pfBufferHit            2                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.l2.prefetcher.prefetchers0.pfInCache            0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.l2.prefetcher.prefetchers0.pfRemovedDemand            1                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.l2.prefetcher.prefetchers0.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.l2.prefetcher.prefetchers0.pfSpanPage        40230                       # number of prefetches that crossed the page (Count)
system.cpu.l2.prefetcher.prefetchers0.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.l2.prefetcher.prefetchers0.power_state.pwrStateResidencyTicks::UNDEFINED 165385389718                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l2.prefetcher.prefetchers1.demandMshrMisses            0                       # demands not covered by prefetchs (Count)
