
---------- Begin Simulation Statistics ----------
simSeconds                                   0.169109                       # Number of seconds simulated (Second)
simTicks                                 169108824842                       # Number of ticks simulated (Tick)
finalTick                                169108824842                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2031.23                       # Real time elapsed on the host (Second)
hostTickRate                                 83254465                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  268786368                       # Number of bytes of host memory used (Byte)
simInsts                                     67408771                       # Number of instructions simulated (Count)
simOps                                      116912147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    33186                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57557                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        321499668                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               4.769404                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.209670                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       263915793                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      167                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      209772819                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  95999                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            147003805                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         293384507                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 107                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           321438206                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.652607                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.170764                       # Number of insts issued each cycle (Count)
system.ruby.network.routers2.port_buffers3.m_msg_count      3618796                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers3.m_buf_msgs     0.011789                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers3.m_stall_time    184170500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers3.m_avg_stall_time    50.892755                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers3.m_occupancy     0.002947                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers5.m_msg_count          691                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers5.m_buf_msgs     0.000002                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers5.m_stall_time         2000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers5.m_avg_stall_time     2.894356                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers5.m_occupancy     0.000001                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers6.m_msg_count          915                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers6.m_buf_msgs     0.000003                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers6.m_stall_time        22500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers6.m_avg_stall_time    24.590164                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers6.m_occupancy     0.000001                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers7.m_msg_count         3486                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers7.m_buf_msgs     0.000015                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers7.m_stall_time       861500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers7.m_avg_stall_time   247.131383                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers7.m_occupancy     0.000004                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.port_buffers9.m_msg_count           23                       # Number of messages passed the buffer (Count)
system.ruby.network.routers2.port_buffers9.m_buf_msgs     0.000000                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers2.port_buffers9.m_stall_time         5000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers2.port_buffers9.m_avg_stall_time   217.391304                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers2.port_buffers9.m_occupancy     0.000000                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers2.power_state.pwrStateResidencyTicks::UNDEFINED 169108824842                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers2.throttle00.acc_link_utilization     12032449                       # Accumulated link utilization system.ruby.network.ext_links2 (Count)
system.ruby.network.routers2.throttle00.link_utilization     3.557605                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle00.total_msg_count      9589714                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle00.total_msg_bytes    192519184                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle00.total_data_msg_bytes    115801472                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle00.total_msg_wait_time   9367692000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle00.total_bw_sat_cy      8538912                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle00.avg_msg_wait_time   976.847902                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle00.avg_bandwidth         1.06                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle00.avg_useful_bandwidth         0.64                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle00.msg_count.Control::0      3356704                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_count.Control::2      2614214                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Control::0     26853632                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Control::2     20913712                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_count.Data::3      3618796                       (Unspecified)
system.ruby.network.routers2.throttle00.msg_bytes.Data::3    144751840                       (Unspecified)
system.ruby.network.routers2.throttle01.acc_link_utilization         9518                       # Accumulated link utilization system.ruby.network.int_links10 (Count)
system.ruby.network.routers2.throttle01.link_utilization     0.002814                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle01.total_msg_count         5092                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle01.total_msg_bytes       152288                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle01.total_data_msg_bytes       111552                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle01.total_msg_wait_time       886000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle01.total_bw_sat_cy         6996                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle01.avg_msg_wait_time   173.998429                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle01.msg_count.Control::1          691                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_count.Control::2          915                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Control::1         5528                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Control::2         7320                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_count.Data::3         3486                       (Unspecified)
system.ruby.network.routers2.throttle01.msg_bytes.Data::3       139440                       (Unspecified)
system.ruby.network.routers2.throttle02.acc_link_utilization      8524218                       # Accumulated link utilization system.ruby.network.int_links11 (Count)
system.ruby.network.routers2.throttle02.link_utilization     2.520335                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle02.total_msg_count      4875668                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle02.total_msg_bytes    136387488                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle02.total_data_msg_bytes     97382144                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle02.total_msg_wait_time   1744096500                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle02.total_bw_sat_cy      6389746                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle02.avg_msg_wait_time   357.714369                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle02.avg_bandwidth         0.75                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle02.avg_useful_bandwidth         0.54                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle02.msg_count.Control::1           23                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_count.Control::2      1832453                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Control::1          184                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Control::2     14659624                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_count.Data::3      3043192                       (Unspecified)
system.ruby.network.routers2.throttle02.msg_bytes.Data::3    121727680                       (Unspecified)
system.ruby.network.routers2.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links12 (Count)
system.ruby.network.routers2.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.acc_link_utilization      5093449                       # Accumulated link utilization system.ruby.network.int_links13 (Count)
system.ruby.network.routers2.throttle04.link_utilization     1.505968                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle04.total_msg_count      3958370                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle04.total_msg_bytes     81495184                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle04.total_data_msg_bytes     49828224                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle04.total_msg_wait_time   6483278000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle04.total_bw_sat_cy      3788772                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle04.avg_msg_wait_time  1637.865586                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle04.avg_bandwidth         0.45                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.avg_useful_bandwidth         0.27                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle04.msg_count.Control::0      1589904                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_count.Control::2       811334                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Control::0     12719232                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Control::2      6490672                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_count.Data::3      1557132                       (Unspecified)
system.ruby.network.routers2.throttle04.msg_bytes.Data::3     62285280                       (Unspecified)
system.ruby.network.routers2.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links14 (Count)
system.ruby.network.routers2.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers2.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers2.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers2.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers2.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers2.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers2.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers2.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers2.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.percent_links_utilized            0                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers3.power_state.pwrStateResidencyTicks::UNDEFINED 169108824842                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers3.throttle00.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.ext_links3 (Count)
system.ruby.network.routers3.throttle00.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle00.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle00.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle00.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle00.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle00.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle00.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle00.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle00.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle01.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links15 (Count)
system.ruby.network.routers3.throttle01.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle01.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle01.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle01.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle01.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle01.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle01.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle01.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle01.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle01.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle02.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links16 (Count)
system.ruby.network.routers3.throttle02.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle02.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle02.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle02.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle02.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle02.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle02.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle02.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle02.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle02.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle03.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links17 (Count)
system.ruby.network.routers3.throttle03.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle03.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle03.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle03.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle03.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle03.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle03.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle03.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle03.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle03.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle04.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links18 (Count)
system.ruby.network.routers3.throttle04.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle04.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle04.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle04.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle04.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle04.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle04.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle04.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle04.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle04.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle05.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links19 (Count)
system.ruby.network.routers3.throttle05.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers3.throttle05.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers3.throttle05.total_msg_bytes            0                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle05.total_data_msg_bytes            0                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers3.throttle05.total_msg_wait_time            0                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers3.throttle05.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers3.throttle05.total_bw_sat_cy            0                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers3.throttle05.avg_msg_wait_time          nan                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers3.throttle05.avg_bandwidth         0.00                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers3.throttle05.avg_useful_bandwidth         0.00                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.percent_links_utilized     0.374633                       # Percent utilization of all links (out of 100) (Ratio)
system.ruby.network.routers4.msg_count.Control::0      2682890                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_count.Control::2      1873851                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_bytes.Control::0     21463120                       # Total bytes through switch (Byte)
system.ruby.network.routers4.msg_bytes.Control::2     14990808                       # Total bytes through switch (Byte)
system.ruby.network.routers4.msg_count.Data::3      2129630                       # Total messages through switch (Count)
system.ruby.network.routers4.msg_bytes.Data::3     85185200                       # Total bytes through switch (Byte)
system.ruby.network.routers4.port_buffers0.m_not_avail_count        35947                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers0.m_msg_count      1589904                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers0.m_buf_msgs     0.005633                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers0.m_stall_time    157566500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers0.m_avg_stall_time    99.104411                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers0.m_occupancy     0.001408                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers14.m_not_avail_count           46                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers14.m_msg_count       778568                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers14.m_buf_msgs     0.002305                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers14.m_stall_time       442000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers14.m_avg_stall_time     0.567709                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers14.m_occupancy     0.000576                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers15.m_not_avail_count           52                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers15.m_msg_count         4600                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers15.m_buf_msgs     0.000025                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers15.m_stall_time      2012000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers15.m_avg_stall_time   437.391304                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers15.m_occupancy     0.000006                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers2.m_not_avail_count       168405                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers2.m_msg_count      1095283                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers2.m_buf_msgs     0.007275                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers2.m_stall_time    682616000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers2.m_avg_stall_time   623.232534                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers2.m_occupancy     0.001819                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers20.m_not_avail_count        84824                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers20.m_msg_count      1092986                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers20.m_buf_msgs     0.005342                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers20.m_stall_time    356909000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers20.m_avg_stall_time   326.544896                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers20.m_occupancy     0.001336                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers23.m_not_avail_count        27869                       # Number of times this buffer did not have N slots available (Count)
system.ruby.network.routers4.port_buffers23.m_msg_count       567898                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers23.m_buf_msgs     0.004850                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers23.m_stall_time    536293000                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers23.m_avg_stall_time   944.347400                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers23.m_occupancy     0.001213                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.port_buffers3.m_msg_count      1557132                       # Number of messages passed the buffer (Count)
system.ruby.network.routers4.port_buffers3.m_buf_msgs     0.004679                       # Average number of messages in buffer ((Count/Tick))
system.ruby.network.routers4.port_buffers3.m_stall_time     12655500                       # Total number of ticks messages were stalled in this buffer (Tick)
system.ruby.network.routers4.port_buffers3.m_avg_stall_time     8.127442                       # Average stall ticks per message ((Tick/Count))
system.ruby.network.routers4.port_buffers3.m_occupancy     0.001170                       # Average occupancy of buffer capacity ((Ratio/Tick))
system.ruby.network.routers4.power_state.pwrStateResidencyTicks::UNDEFINED 169108824842                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers4.throttle00.acc_link_utilization 5235423.500000                       # Accumulated link utilization system.ruby.network.ext_links4 (Count)
system.ruby.network.routers4.throttle00.link_utilization     1.547945                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle00.total_msg_count      4242319                       # Total number of messages forwarded by this switch (Count)
system.ruby.network.routers4.throttle00.total_msg_bytes     83766776                       # Total number of bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle00.total_data_msg_bytes     49828224                       # Total number of data bytes forwarded by this switch (Byte)
system.ruby.network.routers4.throttle00.total_msg_wait_time    852838000                       # Total time spend forwarding messages (Tick)
system.ruby.network.routers4.throttle00.total_stall_cy            0                       # Total time spent blocked on any output link (Cycle)
system.ruby.network.routers4.throttle00.total_bw_sat_cy      3313623                       # Total time bandwidth was saturated on any output link (Cycle)
system.ruby.network.routers4.throttle00.avg_msg_wait_time   201.031087                       # Average time a message took to be forwarded (Ratio)
system.ruby.network.routers4.throttle00.avg_bandwidth         0.46                       # Average bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle00.avg_useful_bandwidth         0.27                       # Average useful (only data) bandwidth (GB/s) (Ratio)
system.ruby.network.routers4.throttle00.msg_count.Control::0      1589904                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Control::2      1095283                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Control::0     12719232                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Control::2      8762264                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Data::3      1557132                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Data::3     62285280                       (Unspecified)
system.ruby.network.routers4.throttle01.acc_link_utilization            0                       # Accumulated link utilization system.ruby.network.int_links20 (Count)
system.ruby.network.routers4.throttle01.link_utilization            0                       # Average link utilization (Ratio)
system.ruby.network.routers4.throttle01.total_msg_count            0                       # Total number of messages forwarded by this switch (Count)
